 Pvap bin lower limit [log10(Cstar)], Pvap bin upper limit [log10(Cstar)], Time [s], Kh [M/atm], MW [g/mol], Yield (SOA), Yield (total), Atomic O/C ratio, Atomic H/C ratio, Atomic N/C ratio, Precursor [ppb]                                                                                                               
5,6,3913.037109,47673467.38,114.3518422,0,0,1.334412943,1.370940401,0.235312862,149.9422762
6,7,3913.037109,1999501.041,210.0325294,0,0,2.999649509,0.666841732,0.666491607,149.9422762
7,8,3913.037109,5969137.018,255.1815291,0,0,2.02015091,0.996739471,0.406713256,149.9422762
8,9,3913.037109,29771.07233,133.396738,0,0,1.27506442,0.99980833,1.04E-02,149.9422762
9,10,3913.037109,593549.8689,198.5779911,0,0,1.6,0.955150523,8.16E-02,149.9422762
-10,-9,4213.962891,0,0,0,0,0,0,0,149.9422762
-9,-8,4213.962891,8.99959E+15,147.0645939,0,0,1.499994167,0.750037913,0,149.9422762
-8,-7,4213.962891,9.23E+17,199.3354508,0,0,2.067842734,0.797019158,2.13E-07,149.9422762
-7,-6,4213.962891,3.00518E+14,140.1361943,0,0,0.428571621,1.142857069,2.93E-14,149.9422762
-6,-5,4213.962891,7.47E+17,120.5428918,0,0,0.929148077,0.855519598,6.78E-10,149.9422762
-5,-4,4213.962891,7.74515E+11,107.9456237,0,0,0.213064585,0.840352938,1.07E-02,149.9422762
-4,-3,4213.962891,5.21982E+11,114.0991142,0,0,0.600000148,1.199999926,1.16E-10,149.9422762
-3,-2,4213.962891,9.47E+17,121.2805837,0,0,0.279328098,0.865590739,3.63E-04,149.9422762
-2,-1,4213.962891,2.55914E+15,196.8272076,0,0,0.712436321,0.857673603,0.28277426,149.9422762
-1,0,4213.962891,3.19064E+14,110.4054339,0,0,0.658347272,1.302266229,6.78E-06,149.9422762
0,1,4213.962891,13768528686,160.8389038,0,0,2.276975835,0.694846642,0.319244723,149.9422762
1,2,4213.962891,3.11421E+12,101.8704681,0,0,0.816907751,1.01037828,6.96E-03,149.9422762
2,3,4213.962891,7.54198E+11,90.4750952,0,0,1.991681773,1.001360129,5.82E-04,149.9422762
3,4,4213.962891,18019733.99,118.4860631,0,0,1.513587814,1.313176761,2.85E-03,149.9422762
4,5,4213.962891,6.77558E+14,145.020423,0,0,1.288137866,1.00857025,0.144093804,149.9422762
5,6,4213.962891,54720704.76,114.5634725,0,0,1.335969658,1.359393047,0.232466887,149.9422762
6,7,4213.962891,1999535.946,210.0341762,0,0,2.999673776,0.66682959,0.666503761,149.9422762
7,8,4213.962891,5787240.177,277.583649,0,0,2.238792195,0.960242173,0.479595876,149.9422762
8,9,4213.962891,29800.06962,133.2158487,0,0,1.271442203,0.999765633,8.86E-03,149.9422762
9,10,4213.962891,553173.4471,199.0232234,0,0,1.6,0.930827378,8.97E-02,149.9422762
-10,-9,4514.888672,0,0,0,0,0,0,0,149.9422762
-9,-8,4514.888672,8.99958E+15,147.0646276,0,0,1.499994062,0.750038597,0,149.9422762
-8,-7,4514.888672,9.26E+17,199.2446028,0,0,2.071589809,0.796385962,2.04E-07,149.9422762
-7,-6,4514.888672,3.00553E+14,140.1361939,0,0,0.428571634,1.142857064,3.36E-14,149.9422762
-6,-5,4514.888672,7.45E+17,120.4433074,0,0,0.932723755,0.856078456,5.57E-10,149.9422762
-5,-4,4514.888672,7.72606E+11,108.0831796,0,0,0.218358097,0.839087099,1.15E-02,149.9422762
-4,-3,4514.888672,4.10105E+11,114.099098,0,0,0.600000111,1.199999945,1.29E-10,149.9422762
-3,-2,4514.888672,9.67E+17,121.6479987,0,0,0.283629421,0.862310193,5.49E-04,149.9422762
-2,-1,4514.888672,2.8797E+15,197.0558966,0,0,0.713036344,0.856861464,0.283235386,149.9422762
-1,0,4514.888672,4.32266E+14,111.7982991,0,0,0.645575867,1.271272553,9.46E-06,149.9422762
0,1,4514.888672,20058613556,159.2508296,0,0,2.249102411,0.708784873,0.312277295,149.9422762
1,2,4514.888672,4.10328E+12,101.0367809,0,0,0.806041229,1.013675205,5.03E-03,149.9422762
2,3,4514.888672,1.31245E+12,90.72269064,0,0,1.985083658,1.002459065,6.76E-04,149.9422762
3,4,4514.888672,27504366.42,118.5630185,0,0,1.484915394,1.308019374,4.35E-03,149.9422762
4,5,4514.888672,6.27825E+14,140.6479798,0,0,1.300820316,1.010801913,0.136381824,149.9422762
5,6,4514.888672,68379374.54,115.0782533,0,0,1.338619989,1.346551266,0.229762745,149.9422762
6,7,4514.888672,1999577.756,210.0361513,0,0,2.99970309,0.666814944,0.666518426,149.9422762
7,8,4514.888672,5552709.147,306.4274508,0,0,2.520176898,0.913353409,0.573390461,149.9422762
8,9,4514.888672,29826.11156,133.0531737,0,0,1.268181531,0.999726147,7.50E-03,149.9422762
9,10,4514.888672,556885.0852,198.9822951,0,0,1.6,0.933063304,8.90E-02,149.9422762
-10,-9,4815.814941,0,0,0,0,0,0,0,149.9422762
-9,-8,4815.814941,8.99958E+15,147.0646581,0,0,1.499993967,0.750039215,0,149.9422762
-8,-7,4815.814941,9.29E+17,199.1576241,0,0,2.074770298,0.795935135,1.96E-07,149.9422762
-7,-6,4815.814941,3.00587E+14,140.1361935,0,0,0.428571647,1.142857059,3.61E-14,149.9422762
-6,-5,4815.814941,7.44E+17,120.3673455,0,0,0.935422351,0.856473147,7.03E-10,149.9422762
-5,-4,4815.814941,7.68999E+11,108.3426201,0,0,0.22834253,0.836699452,1.30E-02,149.9422762
-4,-3,4815.814941,3.52643E+11,114.0990896,0,0,0.600000092,1.199999954,1.45E-10,149.9422762
-3,-2,4815.814941,9.78E+17,121.8545722,0,0,0.286624845,0.860623784,7.85E-04,149.9422762
-2,-1,4815.814941,3.45101E+15,197.1424199,0,0,0.713578555,0.85658071,0.283397633,149.9422762
-1,0,4815.814941,5.36595E+14,112.6143665,0,0,0.639618127,1.254367187,1.34E-05,149.9422762
0,1,4815.814941,27760366284,157.3082711,0,0,2.215002532,0.72583762,0.303753993,149.9422762
1,2,4815.814941,5.10023E+12,100.5436106,0,0,0.803025686,1.016998362,4.10E-03,149.9422762
2,3,4815.814941,1.94127E+12,90.98688303,0,0,1.977584809,1.003711157,7.21E-04,149.9422762
3,4,4815.814941,32728063.13,118.858055,0,0,1.483636348,1.306704394,5.18E-03,149.9422762
4,5,4815.814941,5.85368E+14,136.9545035,0,0,1.311512859,1.01284131,0.12993242,149.9422762
5,6,4815.814941,89368101.53,115.8839655,0,0,1.342446412,1.332172376,0.227264165,149.9422762
6,7,4815.814941,1999576.267,210.0360858,0,0,2.99970195,0.666815509,0.666517895,149.9422762
7,8,4815.814941,5386289.28,327.0617043,0,0,2.721517814,0.879774069,0.640504936,149.9422762
8,9,4815.814941,29846.91276,132.9207268,0,0,1.265490713,0.999681685,6.39E-03,149.9422762
9,10,4815.814941,563723.699,198.9068854,0,0,1.6,0.937182951,8.76E-02,149.9422762
-10,-9,5116.740723,0,0,0,0,0,0,0,149.9422762
-9,-8,5116.740723,8.99957E+15,147.0646855,0,0,1.499993881,0.75003977,0,149.9422762
-8,-7,5116.740723,9.31E+17,199.0763599,0,0,2.077540519,0.79559296,1.88E-07,149.9422762
-7,-6,5116.740723,3.00618E+14,140.1361932,0,0,0.428571658,1.142857055,3.77E-14,149.9422762
-6,-5,5116.740723,7.44E+17,120.3148947,0,0,0.937275456,0.856734618,6.32E-10,149.9422762
-5,-4,5116.740723,7.64622E+11,108.6576488,0,0,0.240466294,0.833800205,1.49E-02,149.9422762
-4,-3,5116.740723,3.20037E+11,114.0990849,0,0,0.600000081,1.19999996,1.64E-10,149.9422762
-3,-2,5116.740723,9.84E+17,121.9871215,0,0,0.289117367,0.859698018,1.07E-03,149.9422762
-2,-1,5116.740723,4.11594E+15,197.1630185,0,0,0.714028222,0.856403336,0.283415881,149.9422762
-1,0,5116.740723,6.39577E+14,113.1611336,0,0,0.636958839,1.244136522,1.85E-05,149.9422762
0,1,5116.740723,3.85869E+13,61.51997741,0,0,0.398678302,1.955541494,1.04E-02,149.9422762
1,2,5116.740723,6.0318E+12,100.2018,0,0,0.802929215,1.020103596,3.59E-03,149.9422762
2,3,5116.740723,2.6111E+12,91.26512774,0,0,1.969598406,1.005041255,7.63E-04,149.9422762
3,4,5116.740723,38371410.99,119.0502806,0,0,1.474980449,1.304517721,6.08E-03,149.9422762
4,5,5116.740723,5.52025E+14,134.1018103,0,0,1.319746071,1.014606677,0.125031371,149.9422762
5,6,5116.740723,60344223.54,119.0637297,0,0,1.333416573,1.664605288,0.332695727,149.9422762
6,7,5116.740723,1999572.982,210.0359363,0,0,2.999699514,0.66681672,0.666516727,149.9422762
7,8,5116.740723,5279129.596,340.4112112,0,0,2.85177263,0.858053232,0.683923642,149.9422762
8,9,5116.740723,29871.25606,132.77101,0,0,1.262523511,0.999656869,5.16E-03,149.9422762
9,10,5116.740723,569609.8298,198.8419788,0,0,1.6,0.940728813,8.64E-02,149.9422762
-10,-9,5417.666504,0,0,0,0,0,0,0,149.9422762
-9,-8,5417.666504,8.99957E+15,147.0647099,0,0,1.499993805,0.750040265,0,149.9422762
-8,-7,5417.666504,9.32E+17,199.0010693,0,0,2.079995023,0.79532172,1.81E-07,149.9422762
-7,-6,5417.666504,3.00647E+14,140.1361929,0,0,0.428571669,1.14285705,3.88E-14,149.9422762
-6,-5,5417.666504,7.43E+17,120.2823303,0,0,0.938420388,0.856891024,5.88E-10,149.9422762
-5,-4,5417.666504,7.59627E+11,109.0172749,0,0,0.254306346,0.830490533,1.70E-02,149.9422762
-4,-3,5417.666504,3.00493E+11,114.0990821,0,0,0.600000074,1.199999963,1.84E-10,149.9422762
-3,-2,5417.666504,9.87E+17,122.0820419,0,0,0.291452528,0.859185846,1.39E-03,149.9422762
-2,-1,5417.666504,4.81909E+15,197.1485814,0,0,0.714410348,0.856250921,0.283356668,149.9422762
-1,0,5417.666504,7.44925E+14,113.5724156,0,0,0.636086396,1.237369368,2.49E-05,149.9422762
0,1,5417.666504,3.84372E+13,61.84638203,0,0,0.404931601,1.951165159,1.14E-02,149.9422762
1,2,5417.666504,6.87376E+12,99.94463695,0,0,0.804025661,1.022910124,3.28E-03,149.9422762
2,3,5417.666504,3.13446E+12,91.48348884,0,0,1.963407767,1.006056732,8.18E-04,149.9422762
3,4,5417.666504,34063541.03,119.3854635,0,0,1.509274131,1.309097827,5.40E-03,149.9422762
4,5,5417.666504,5.26366E+14,131.9520882,0,0,1.325925986,1.016121108,0.121415689,149.9422762
5,6,5417.666504,60252594.63,119.0741155,0,0,1.33338686,1.665696195,0.333041644,149.9422762
6,7,5417.666504,1999487.184,210.0318994,0,0,2.999639609,0.666846677,0.66648681,149.9422762
7,8,5417.666504,5209795.632,349.0797852,0,0,2.936345046,0.84395625,0.712114509,149.9422762
8,9,5417.666504,29882.99029,132.6926579,0,0,1.260880432,0.999613054,4.48E-03,149.9422762
9,10,5417.666504,569563.9437,198.8424848,0,0,1.6,0.940701171,8.64E-02,149.9422762
-10,-9,5718.592773,0,0,0,0,0,0,0,149.9422762
-9,-8,5718.592773,8.99956E+15,147.0647314,0,0,1.499993738,0.750040702,0,149.9422762
-8,-7,5718.592773,9.34E+17,198.931526,0,0,2.082201501,0.795097084,1.75E-07,149.9422762
-7,-6,5718.592773,3.00673E+14,140.1361926,0,0,0.428571679,1.142857047,3.96E-14,149.9422762
-6,-5,5718.592773,7.43E+17,120.2653955,0,0,0.939011213,0.856967449,5.52E-10,149.9422762
-5,-4,5718.592773,7.53755E+11,109.4399512,0,0,0.270572893,0.826600592,1.94E-02,149.9422762
-4,-3,5718.592773,2.88545E+11,114.0990804,0,0,0.600000071,1.199999965,2.06E-10,149.9422762
-3,-2,5718.592773,9.88E+17,122.1565556,0,0,0.293796898,0.858923914,1.77E-03,149.9422762
-2,-1,5718.592773,5.53516E+15,197.1140877,0,0,0.714745579,0.856106561,0.283253104,149.9422762
-1,0,5718.592773,8.54104E+14,113.9111517,0,0,0.636279419,1.232546928,3.26E-05,149.9422762
0,1,5718.592773,3.83806E+13,61.92515788,0,0,0.40651222,1.949901395,1.15E-02,149.9422762
1,2,5718.592773,7.62067E+12,99.74260678,0,0,0.805595124,1.025399819,3.08E-03,149.9422762
2,3,5718.592773,3.80512E+12,91.76223127,0,0,1.955439273,1.007375684,8.70E-04,149.9422762
3,4,5718.592773,37436208.79,119.4749637,0,0,1.50264008,1.307636653,5.93E-03,149.9422762
4,5,5718.592773,5.06745E+14,130.3504183,0,0,1.330507313,1.017423393,0.118795148,149.9422762
5,6,5718.592773,60243027.68,119.077532,0,0,1.333380735,1.665998005,0.333138563,149.9422762
6,7,5718.592773,1999538.241,210.0343105,0,0,2.999675201,0.666828882,0.666504645,149.9422762
7,8,5718.592773,5163595.679,354.8903768,0,0,2.99303865,0.834503664,0.731012464,149.9422762
8,9,5718.592773,29890.31804,132.6389068,0,0,1.259688437,0.999560854,3.98E-03,149.9422762
9,10,5718.592773,572857.243,198.8061695,0,0,1.6,0.942685086,8.58E-02,149.9422762
-10,-9,6019.518555,0,0,0,0,0,0,0,149.9422762
-9,-8,6019.518555,8.99956E+15,147.0647503,0,0,1.499993679,0.750041085,0,149.9422762
-8,-7,6019.518555,9.36E+17,198.8673536,0,0,2.084209339,0.794903152,1.69E-07,149.9422762
-7,-6,6019.518555,3.00697E+14,140.1361923,0,0,0.428571688,1.142857043,4.03E-14,149.9422762
-6,-5,6019.518555,7.43E+17,120.2598239,0,0,0.939199643,0.856986232,1.00E-09,149.9422762
-5,-4,6019.518555,7.47414E+11,109.8964035,0,0,0.288139227,0.822399832,2.21E-02,149.9422762
-4,-3,6019.518555,2.81226E+11,114.0990793,0,0,0.600000068,1.199999966,2.29E-10,149.9422762
-3,-2,6019.518555,9.89E+17,122.2201399,0,0,0.296244022,0.858822801,2.19E-03,149.9422762
-2,-1,6019.518555,6.2507E+15,197.0677197,0,0,0.715047152,0.855965921,0.283123477,149.9422762
-1,0,6019.518555,9.67357E+14,114.2091991,0,0,0.637153536,1.228884779,4.19E-05,149.9422762
0,1,6019.518555,3.84212E+13,61.74551267,0,0,0.4032167,1.951885245,1.09E-02,149.9422762
1,2,6019.518555,8.27603E+12,99.58007082,0,0,0.807309049,1.027584354,2.95E-03,149.9422762
2,3,6019.518555,4.48177E+12,92.03409304,0,0,1.947328078,1.008729414,8.73E-04,149.9422762
3,4,6019.518555,40095512.77,119.5431042,0,0,1.497268546,1.306469415,6.36E-03,149.9422762
4,5,6019.518555,4.91778E+14,129.1675946,0,0,1.333868712,1.018550193,0.11692951,149.9422762
5,6,6019.518555,60250852.86,119.0794936,0,0,1.333379548,1.666135588,0.333183685,149.9422762
6,7,6019.518555,1999535.083,210.0341682,0,0,2.999672654,0.666830135,0.666503457,149.9422762
7,8,6019.518555,5131644.216,358.9285293,0,0,3.032438508,0.827934282,0.744145899,149.9422762
8,9,6019.518555,29898.04046,132.5843345,0,0,1.258503602,0.999516525,3.49E-03,149.9422762
9,10,6019.518555,577004.223,198.7604406,0,0,1.6,0.945183267,8.49E-02,149.9422762
-10,-9,6320.444336,0,0,0,0,0,0,0,149.9422762
-9,-8,6320.444336,8.99955E+15,147.0647665,0,0,1.499993629,0.750041414,0,149.9422762
-8,-7,6320.444336,9.37E+17,198.8079275,0,0,2.086051507,0.794732058,1.64E-07,149.9422762
-7,-6,6320.444336,3.00719E+14,140.1361921,0,0,0.428571696,1.14285704,4.09E-14,149.9422762
-6,-5,6320.444336,7.43E+17,120.2620806,0,0,0.939110744,0.856965196,9.57E-10,149.9422762
-5,-4,6320.444336,7.41121E+11,110.3496232,0,0,0.305581064,0.818228857,2.48E-02,149.9422762
-4,-3,6320.444336,2.76824E+11,114.0990787,0,0,0.600000067,1.199999967,2.52E-10,149.9422762
-3,-2,6320.444336,9.89E+17,122.2782399,0,0,0.298848693,0.858831439,2.66E-03,149.9422762
-2,-1,6320.444336,6.95723E+15,197.0143261,0,0,0.715323303,0.855828625,0.282978735,149.9422762
-1,0,6320.444336,1.08427E+15,114.4833904,0,0,0.638484789,1.22595144,5.28E-05,149.9422762
0,1,6320.444336,3.84541E+13,61.58635675,0,0,0.400307172,1.953612417,1.03E-02,149.9422762
1,2,6320.444336,8.84783E+12,99.44747889,0,0,0.809015278,1.029490362,2.86E-03,149.9422762
2,3,6320.444336,5.15953E+12,92.30584959,0,0,1.939204274,1.010084545,8.74E-04,149.9422762
3,4,6320.444336,42180769.99,119.5924417,0,0,1.49282031,1.305528981,6.69E-03,149.9422762
4,5,6320.444336,4.80377E+14,128.3028989,0,0,1.336304973,1.019532907,0.115632691,149.9422762
5,6,6320.444336,60265542.75,119.0809082,0,0,1.333380228,1.666211476,0.333209341,149.9422762
6,7,6320.444336,1999532.032,210.0340317,0,0,2.999670147,0.666831366,0.666502299,149.9422762
7,8,6320.444336,5108764.901,361.8321559,0,0,3.060768186,0.823211301,0.753589176,149.9422762
8,9,6320.444336,29904.40765,132.5381297,0,0,1.257485076,0.999473745,3.06E-03,149.9422762
9,10,6320.444336,575273.6979,198.7795231,0,0,1.6,0.944140782,8.53E-02,149.9422762
-10,-9,6621.370605,0,0,0,0,0,0,0,149.9422762
-9,-8,6621.370605,8.99955E+15,147.0647803,0,0,1.499993586,0.750041694,0,149.9422762
-8,-7,6621.370605,9.38E+17,198.7526842,0,0,2.087752558,0.794578986,1.59E-07,149.9422762
-7,-6,6621.370605,3.00739E+14,140.1361918,0,0,0.428571703,1.142857037,4.14E-14,149.9422762
-6,-5,6621.370605,7.43E+17,120.2695121,0,0,0.938838283,0.856917538,9.18E-10,149.9422762
-5,-4,6621.370605,7.34896E+11,110.798132,0,0,0.322841519,0.81410127,2.74E-02,149.9422762
-4,-3,6621.370605,2.74311E+11,114.0990783,0,0,0.600000066,1.199999967,2.76E-10,149.9422762
-3,-2,6621.370605,9.88E+17,122.3340964,0,0,0.30164434,0.858919651,3.18E-03,149.9422762
-2,-1,6621.370605,7.64936E+15,196.9569383,0,0,0.715579285,0.855694905,0.282825748,149.9422762
-1,0,6621.370605,1.20407E+15,114.7428006,0,0,0.640130227,1.223496104,6.53E-05,149.9422762
0,1,6621.370605,3.84806E+13,61.44453708,0,0,0.397723868,1.955123251,9.76E-03,149.9422762
1,2,6621.370605,9.34565E+12,99.33837026,0,0,0.810645437,1.031149763,2.80E-03,149.9422762
2,3,6621.370605,5.83483E+12,92.57618191,0,0,1.931110441,1.011434128,8.75E-04,149.9422762
3,4,6621.370605,43807887.13,119.6262495,0,0,1.489078955,1.304766416,6.95E-03,149.9422762
4,5,6621.370605,4.71712E+14,127.679998,0,0,1.338039257,1.020397279,0.114764484,149.9422762
5,6,6621.370605,60283688.8,119.0820591,0,0,1.333381801,1.666257432,0.333225551,149.9422762
6,7,6621.370605,1999529.117,210.0339023,0,0,2.999667705,0.666832563,0.666501181,149.9422762
7,8,6621.370605,5091887.138,363.9846116,0,0,3.081769729,0.81970952,0.760589746,149.9422762
8,9,6621.370605,29909.1895,132.5011252,0,0,1.256640866,0.999429749,2.71E-03,149.9422762
9,10,6621.370605,575133.1134,198.7810734,0,0,1.6,0.944056092,8.53E-02,149.9422762
-10,-9,6922.296387,0,0,0,0,0,0,0,149.9422762
-9,-8,6922.296387,8.99955E+15,147.0647917,0,0,1.49999355,0.750041925,0,149.9422762
-8,-7,6922.296387,9.40E+17,198.7011297,0,0,2.089332531,0.79444019,1.54E-07,149.9422762
-7,-6,6922.296387,3.00757E+14,140.1361916,0,0,0.42857171,1.142857035,4.19E-14,149.9422762
-6,-5,6922.296387,7.44E+17,120.2801911,0,0,0.938450256,0.856852786,8.52E-10,149.9422762
-5,-4,6922.296387,7.28717E+11,111.2433793,0,0,0.339976384,0.810003727,3.00E-02,149.9422762
-4,-3,6922.296387,2.73033E+11,114.0990781,0,0,0.600000066,1.199999967,3.01E-10,149.9422762
-3,-2,6922.296387,9.87E+17,122.389735,0,0,0.304651584,0.859068502,3.74E-03,149.9422762
-2,-1,6922.296387,8.32327E+15,196.8975591,0,0,0.715818458,0.855565117,0.282669071,149.9422762
-1,0,6922.296387,1.32573E+15,114.992268,0,0,0.641990734,1.221366309,7.94E-05,149.9422762
0,1,6922.296387,3.84762E+13,61.38578521,0,0,0.396706509,1.955593048,9.48E-03,149.9422762
1,2,6922.296387,9.7791E+12,99.24806774,0,0,0.812172244,1.032594605,2.77E-03,149.9422762
2,3,6922.296387,6.50471E+12,92.84673361,0,0,1.923104881,1.012764723,8.90E-04,149.9422762
3,4,6922.296387,45078125.62,119.6476413,0,0,1.485870005,1.304140495,7.15E-03,149.9422762
4,5,6922.296387,4.65157E+14,127.2417594,0,0,1.339238409,1.021163928,0.114220517,149.9422762
5,6,6922.296387,60303907.63,119.0830577,0,0,1.333383886,1.666286589,0.333236465,149.9422762
6,7,6922.296387,1999526.319,210.033779,0,0,2.999665317,0.666833731,0.666500097,149.9422762
7,8,6922.296387,5079093.604,365.6227716,0,0,3.097753122,0.817044566,0.765917582,149.9422762
8,9,6922.296387,29912.9555,132.4704036,0,0,1.255921686,0.99938697,2.41E-03,149.9422762
9,10,6922.296387,580653.0497,198.7202048,0,0,1.6,0.947381355,8.42E-02,149.9422762
-10,-9,7223.222168,0,0,0,0,0,0,0,149.9422762
-9,-8,7223.222168,8.99955E+15,147.0648009,0,0,1.499993521,0.750042111,0,149.9422762
-8,-7,7223.222168,9.41E+17,198.6528284,0,0,2.090808724,0.794312286,1.50E-07,149.9422762
-7,-6,7223.222168,3.00773E+14,140.1361915,0,0,0.428571716,1.142857032,4.23E-14,149.9422762
-6,-5,7223.222168,7.44E+17,120.2927626,0,0,0.937994538,0.856777661,8.23E-10,149.9422762
-5,-4,7223.222168,7.22665E+11,111.6796195,0,0,0.356764566,0.805989095,3.25E-02,149.9422762
-4,-3,7223.222168,2.72555E+11,114.0990781,0,0,0.600000066,1.199999967,3.25E-10,149.9422762
-3,-2,7223.222168,9.85E+17,122.446456,0,0,0.307882698,0.859265571,4.36E-03,149.9422762
-2,-1,7223.222168,8.97593E+15,196.8375875,0,0,0.71604296,0.85543966,0.282511906,149.9422762
-1,0,7223.222168,1.44817E+15,115.2342187,0,0,0.643993387,1.219466574,9.53E-05,149.9422762
0,1,7223.222168,3.85171E+13,61.20655918,0,0,0.393415388,1.957577633,8.83E-03,149.9422762
1,2,7223.222168,1.01571E+13,99.17303098,0,0,0.813588934,1.033854729,2.74E-03,149.9422762
2,3,7223.222168,7.16737E+12,93.10869419,0,0,1.915141515,1.014095403,8.74E-04,149.9422762
3,4,7223.222168,46074391.67,119.6593396,0,0,1.48306056,1.303618516,7.31E-03,149.9422762
4,5,7223.222168,4.60241E+14,126.9452557,0,0,1.340027667,1.02184927,0.11392276,149.9422762
5,6,7223.222168,60325487.64,119.0839618,0,0,1.333386282,1.666305314,0.333244083,149.9422762
6,7,7223.222168,1999524.026,210.03368,0,0,2.999663261,0.666834732,0.666499186,149.9422762
7,8,7223.222168,5069169.5,366.898183,0,0,3.110196952,0.814969938,0.77006555,149.9422762
8,9,7223.222168,29915.03287,132.4488274,0,0,1.255365663,0.999339525,2.17E-03,149.9422762
9,10,7223.222168,580644.2667,198.7203017,0,0,1.6,0.947376064,8.42E-02,149.9422762
-10,-9,7524.147949,0,0,0,0,0,0,0,149.9422762
-9,-8,7524.147949,8.99954E+15,147.0648078,0,0,1.4999935,0.750042252,0,149.9422762
-8,-7,7524.147949,9.42E+17,198.6073581,0,0,2.092202044,0.794188906,1.45E-07,149.9422762
-7,-6,7524.147949,3.00788E+14,140.1361913,0,0,0.428571721,1.14285703,4.27E-14,149.9422762
-6,-5,7524.147949,7.44E+17,120.3063093,0,0,0.9375035,0.856696756,7.98E-10,149.9422762
-5,-4,7524.147949,7.16713E+11,112.1086871,0,0,0.373276658,0.802040494,3.51E-02,149.9422762
-4,-3,7524.147949,2.72541E+11,114.0990781,0,0,0.600000066,1.199999967,3.49E-10,149.9422762
-3,-2,7524.147949,9.84E+17,122.505105,0,0,0.311343899,0.8595023,5.02E-03,149.9422762
-2,-1,7524.147949,9.60406E+15,196.7781198,0,0,0.716253936,0.855319054,0.282356794,149.9422762
-1,0,7524.147949,1.57016E+15,115.4694317,0,0,0.646079855,1.217737608,1.13E-04,149.9422762
0,1,7524.147949,3.85292E+13,61.10459604,0,0,0.391580411,1.958594774,8.42E-03,149.9422762
1,2,7524.147949,1.04877E+13,99.11050227,0,0,0.814898455,1.034956689,2.74E-03,149.9422762
2,3,7524.147949,7.82054E+12,93.36924484,0,0,1.907314513,1.015399324,8.73E-04,149.9422762
3,4,7524.147949,46859629.86,119.6636477,0,0,1.480563317,1.303177079,7.44E-03,149.9422762
4,5,7524.147949,4.56604E+14,126.7579492,0,0,1.340501884,1.022466317,0.113812306,149.9422762
5,6,7524.147949,60348420.18,119.0849367,0,0,1.333388463,1.666316289,0.333248474,149.9422762
6,7,7524.147949,1999521.461,210.0335687,0,0,2.99966099,0.666835839,0.666498174,149.9422762
7,8,7524.147949,5061320.897,367.9104718,0,0,3.120073455,0.813323408,0.773357734,149.9422762
8,9,7524.147949,29916.64639,132.430484,0,0,1.254879258,0.99929451,1.97E-03,149.9422762
9,10,7524.147949,578355.5445,198.7455395,0,0,1.6,0.945997316,8.47E-02,149.9422762
-10,-9,7825.074219,0,0,0,0,0,0,0,149.9422762
